id_estado,estado,superficie_km2,poblacion,cant_rest,CRE,DCP,Rev_Prom,Rev_Max,Ind_DCP_Prom,Ind_DCP_Max,Ind_DCP_prom_seg_1,Ind_DCP_max_seg_1,Ind_DCP_prom_seg_2,Ind_DCP_max_seg_2,Ind_DCP_prom_seg_3,Ind_DCP_max_seg_3
NC,Carolina del Norte,139389.0,10551162,136,0.9756867471608232,77.58207352941177,57.419117647058826,840,0.7401080563448841,10.827243482755737,0.1715541130062488,0.5284725985630776,0.9999912585402309,1.8303197316087079,4.804947339238822,10.827243482755737
SC,Carolina del Sur,82932.0,5190705,113,1.3625620990691167,45.93544247787611,41.45132743362832,479,0.9023822390214817,10.427677935848791,0.16980352379879032,0.5224723809193549,1.1524325693715978,1.9592714284475807,4.836827647601907,10.427677935848791
FL,Florida,170304.0,21781128,496,2.9124389327320555,43.91356451612904,38.332661290322584,1869,0.8729116324921279,42.560881144447606,0.05975422210976932,0.432668133624668,0.6657463232552941,1.047512323512354,8.106834503704306,42.560881144447606
GA,Georgia,153909.0,10799566,210,1.364442625187611,51.426504761904766,56.37619047619047,923,1.0962477566228124,17.947943463654,0.24003696833439536,0.7000281307600694,1.483164624076129,2.877893426458063,6.1771000797624644,17.947943463654
MD,Maryland,32133.0,6165129,158,4.917063455015093,39.01980379746836,47.87341772151899,653,1.226900523898202,16.73509183668338,0.2417487729995626,0.8200963840334888,1.3917981902106804,2.3577771040962805,5.278205562579173,16.73509183668338
VA,Virginia,110785.0,8642274,141,1.2727354786297784,61.29272340425531,62.43262411347518,997,1.0185976514977424,16.266204936339673,0.18995496522591823,0.6199757147250828,1.2202372893986007,2.4146422573503226,7.677184654563526,16.266204936339673
